acc,biosample,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam
SRR17319391,SAMN24344523,France,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA791751,300,6598,2017-03-20
ERR10960910,SAMEA112710957,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,299,8300,
SRR10499492,SAMN13292906,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7705,
SRR10499628,SAMN13292848,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,5602,
ERR4371024,SAMEA7082371,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,273,4790,
SRR8114128,SAMN09837334,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,266,6965,2013-03-25
SRR1159388,SAMN01780002,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,551,
SRR19238562,SAMN21192453,Singapore,Asia,ILLUMINA,Illumina HiSeq 2500,PRJNA726032,502,4225,
SRR3992968,SAMN05414902,Mongolia,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA328899,300,6560,2013-06-01
ERR11029051,SAMEA112671268,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,6735,
SRR12875506,SAMN16513444,Hungary,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA668745,300,6999,2017-10-01
SRR3313039,SAMN04571697,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA289586,166,3943,2012-08-03
SRR3313048,SAMN04571705,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA289586,159,3736,2012-09-27
SRR17049032,SAMN16797077,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,259,2991,2018-10-07
SRR15343425,SAMN20566274,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,288,1719,2018-03-01
SRR7227987,SAMN09272209,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,284,4898,2016-04-07
SRR17319339,SAMN24344455,France,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA791751,295,24719,2017-03-20
SRR17048972,SAMN16797131,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,250,897,2017-10-01
ERR10085004,SAMEA110645785,Taiwan,Asia,ILLUMINA,HiSeq X Ten,PRJEB55366,302,8899,2019-04-09
ERR3053445,SAMEA5216043,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,447,772,
SRR10499612,SAMN13292794,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,5514,
SRR18191130,SAMN26340411,Hungary,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA811494,293,8120,2018-08-16
SRR24307473,SAMN34376075,Belgium,Europe,ILLUMINA,Illumina HiSeq X,PRJNA961974,302,307,2022-05-01
ERR688359,SAMEA3136648,Austria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJEB7774,88,102,
ERR4383749,SAMEA7082396,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,250,2912,
SRR13061004,SAMN16796191,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,26692,
ERR1728970,SAMEA4545397,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,75,103,2015-01-15
SRR8114136,SAMN09837332,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,265,8381,2013-04-29
ERR4372685,SAMEA7082387,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,285,11847,
ERR10960939,SAMEA112710986,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,298,9564,
ERR2619752,SAMEA4719805,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,5874,2013-10-01
SRR7227971,SAMN09272269,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,283,4786,2017-02-23
SRR24032939,SAMN33944870,Kazakhstan,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJNA949528,300,5897,2021-09-12
ERR11029235,SAMEA112796026,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,6294,
ERR11029034,SAMEA112671337,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,7442,
ERR3722029,SAMEA6377507,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJEB35738,301,5056,2019-05-16
ERR6279677,SAMEA8072193,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,287,10351,2019-08-30
SRR13060963,SAMN16796157,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,36366,
ERR3053429,SAMEA5216028,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,499,887,
ERR2619739,SAMEA4719792,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,6195,2013-10-01
SRR10499697,SAMN13292959,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,9042,
SRR12887165,SAMN16339642,Czech Republic,Europe,ILLUMINA,Illumina HiSeq 1500,PRJNA666684,300,97144,
SRR7658689,SAMN09781695,Madagascar,Africa,ILLUMINA,Illumina HiSeq 2500,PRJNA485056,193,1513,
SRR6060196,SAMN07688541,Indonesia,Asia,ILLUMINA,Illumina HiSeq 2000,PRJNA407815,195,17272,
SRR10499453,SAMN13292926,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7718,
SRR17319353,SAMN24344487,France,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA791751,299,28476,2017-03-20
SRR7227995,SAMN09272207,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,282,3217,2016-11-11
SRR10499644,SAMN13292978,Poland,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,9690,
ERR1728805,SAMEA4545394,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,72,271,2015-01-19
SRR7227937,SAMN09272254,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,282,4802,2017-02-08
SRR7227992,SAMN09272206,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,284,1723,2016-06-13
SRR10499531,SAMN13292885,Romania,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7504,
ERR3053454,SAMEA5216051,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,550,688,
SRR17319348,SAMN24344491,France,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA791751,299,3817,2017-03-20
SRR8114027,SAMN09837367,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,274,7574,2014-03-26
ERR2619741,SAMEA4719794,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,5455,2013-10-01
ERR6634876,SAMEA9561750,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,6261,2012-06-01
ERR3053382,SAMEA5216158,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,539,1144,
ERR4463529,SAMEA7082419,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,249,11711,
SRR10499469,SAMN13292745,Poland,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7172,
ERR6279673,SAMEA8072192,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,292,4198,2019-08-03
SRR13060959,SAMN16796232,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,34007,
SRR8114105,SAMN09837337,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,255,7943,2013-09-27
SRR13378612,SAMN17250430,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,12080,2017-08-01
ERR912057,SAMEA3449252,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 2000,PRJEB9576,195,7075,
ERR1728912,SAMEA4545436,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,76,84,2015-01-28
ERR10149222,SAMEA111279297,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJEB55713,302,6333,2020-04-03
SRR13569447,SAMN17100036,Romania,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA685914,295,1534,2017-07-05
SRR7658685,SAMN09781691,Madagascar,Africa,ILLUMINA,Illumina HiSeq 2500,PRJNA485056,194,1231,
SRR16206977,SAMN22065142,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA768833,300,9955,
SRR3313056,SAMN04571713,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA289586,160,3790,2012-10-19
SRR5275437,SAMN06328450,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2500,PRJNA373901,250,8570,2013-02-24
SRR14000510,SAMN18353478,France,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA715586,245,4490,
SRR10507655,SAMN13351580,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2500,PRJNA591064,300,5160,2014-06-30
ERR6618708,SAMEA9561657,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,6936,2012-06-01
ERR4368182,SAMEA7082341,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,265,3230,
ERR7745836,SAMEA4969124,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,274,28193,
SRR8114123,SAMN09837357,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA289586,224,4964,2014-04-30
SRR5831610,SAMN07357506,Mozambique,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA394687,289,3730,2008-02-22
SRR10499652,SAMN13292971,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,6398,
SRR13378633,SAMN17250437,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,6127,2017-08-01
ERR2619719,SAMEA4719772,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,5232,2013-10-01
SRR10499436,SAMN13292927,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8610,
SRR7228012,SAMN09272197,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,290,2711,2016-12-08
SRR11648354,SAMN14775291,Turkey,Asia,ILLUMINA,NextSeq 500,PRJNA629392,151,949,2018-02-01
SRR17048980,SAMN16797124,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,244,1083,2017-10-01
ERR4465694,SAMEA7082420,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,291,1264,
SRR1765529,SAMN03287436,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,523,
SRR10499581,SAMN13292727,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,9229,
ERR2619711,SAMEA4719764,Cameroon,Africa,ILLUMINA,Illumina HiSeq 2000,PRJEB27005,202,4211,2013-10-01
ERR3053369,SAMEA5216146,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,520,1365,
ERR3053323,SAMEA5216099,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,524,1272,
SRR15343493,SAMN20566213,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,288,1812,2018-03-01
ERR3053433,SAMEA5216032,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,444,963,
SRR1159275,SAMN01112477,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,509,
SRR17048898,SAMN16797047,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,271,2639,2017-09-22
SRR13378584,SAMN17250482,Burkina Faso,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJNA690543,302,11024,2017-08-01
SRR19238550,SAMN21192455,Singapore,Asia,ILLUMINA,Illumina HiSeq 2500,PRJNA726032,502,6157,
ERR10149225,SAMEA111279300,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJEB55713,302,7317,2020-04-03
SRR7825889,SAMN08944466,Austria,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA451097,250,10269,
SRR10499430,SAMN13292932,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8478,
SRR19238556,SAMN21192467,Singapore,Asia,ILLUMINA,Illumina HiSeq 2500,PRJNA726032,502,4677,
DRR070927,SAMD00046809,South Korea,Asia,ILLUMINA,Illumina HiSeq 2500,PRJDB4525,300,8483,2013-05-15
ERR6619100,SAMEA9561691,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,7941,2012-06-01
SRR17048994,SAMN16797111,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,256,963,2017-10-01
ERR3053444,SAMEA5216042,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,518,1129,
SRR5575599,SAMN06909364,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA379120,273,2973,2015-08-04
SRR7825894,SAMN08944463,Austria,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA451097,250,13606,
ERR6275671,SAMEA8072295,United Kingdom,Europe,ILLUMINA,unspecified,PRJEB43119,300,5056,2018-11-11
SRR13061018,SAMN16796152,South Korea,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA678426,302,28669,
ERR4463148,SAMEA7082409,Norway,Europe,ILLUMINA,NextSeq 550,PRJEB36140,292,11184,
SRR10499440,SAMN13293053,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8003,
SRR10499675,SAMN13292834,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7448,
SRR12887161,SAMN16339636,Czech Republic,Europe,ILLUMINA,Illumina HiSeq 1500,PRJNA666684,300,106487,
ERR10960899,SAMEA112710946,Kenya,Africa,ILLUMINA,Illumina NovaSeq 6000,PRJEB52748,296,9746,
SRR15343520,SAMN20566176,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,281,1607,2018-03-01
ERR7738460,SAMEA11460266,Nepal,Asia,ILLUMINA,Illumina NovaSeq 6000,PRJEB49206,275,26003,
SRR7227970,SAMN09272270,United Kingdom,Europe,ILLUMINA,Illumina HiSeq 4000,PRJNA473348,288,4049,2017-05-11
ERR3053438,SAMEA5216037,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,509,1208,
ERR6634873,SAMEA9561754,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,6640,2012-06-01
SRR3993043,SAMN05414899,Mongolia,Asia,ILLUMINA,Illumina HiSeq 4000,PRJNA328899,300,8376,2013-06-01
SRR10499598,SAMN13292991,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7353,
SRR3313040,SAMN04571698,Luxembourg,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA289586,158,3716,2012-08-10
SRR7716243,SAMN06909459,Luxembourg,Europe,ILLUMINA,NextSeq 500,PRJNA379120,280,4584,2015-10-11
SRR1765568,SAMN03287432,uncalculated,uncalculated,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,307,
SRR15343411,SAMN20566125,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,294,2031,2018-03-01
SRR11648336,SAMN14775298,Turkey,Asia,ILLUMINA,NextSeq 500,PRJNA629392,151,3255,2019-06-11
ERR6618801,SAMEA9561675,Austria,Europe,ILLUMINA,unspecified,PRJEB47061,302,6958,2012-06-01
SRR17319352,SAMN24344488,France,Europe,ILLUMINA,Illumina NovaSeq 6000,PRJNA791751,300,2488,2017-03-20
SRR15343535,SAMN20566163,Democratic Republic of the Congo,Africa,ILLUMINA,NextSeq 500,PRJNA752006,283,1952,2018-03-01
SRR10499509,SAMN13293020,Serbia,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,8019,
ERR11029240,SAMEA112796031,Latvia,Europe,DNBSEQ,DNBSEQ-G400,PRJEB60097,300,8781,
ERR3053414,SAMEA5216187,Norway,Europe,ILLUMINA,Illumina MiSeq,PRJEB29052,569,1418,
SRR10499572,SAMN13292721,Bulgaria,Europe,ILLUMINA,Illumina HiSeq 2000,PRJNA589866,202,7055,
SRR17048908,SAMN16796975,South Africa,Africa,ILLUMINA,Illumina HiSeq 4000,PRJNA678454,247,936,2017-09-04
ERR1728784,SAMEA4545439,Kazakhstan,Asia,ILLUMINA,Illumina HiSeq 2000,PRJEB17632,72,248,2015-04-28
SRR2228756,SAMN02334098,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,619,
ERR1136810,SAMEA3664608,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,2310,
SRR063470,SAMN00078732,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,5868,
SRR2193543,SAMN02333999,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,530,
SRR2223099,SAMN02334111,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,581,
ERR414230,SAMEA2338623,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,163,3678,
ERR479434,SAMEA2467064,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,175,742,
ERR414333,SAMEA2338714,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,162,5836,
SRR2251369,SAMN02334123,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,683,
ERR1136833,SAMEA3664631,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,198,4609,
ERR1137288,SAMEA3664819,,,ILLUMINA,NextSeq 500,PRJEB11532,158,825,
SRR1765630,SAMN02674597,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,589,
SRR2228511,SAMN02334121,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,690,
ERR525903,SAMEA2580120,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6456,199,4770,
ERR480705,SAMEA2467034,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,73,74,
SRR1046238,SAMN01828443,,,ILLUMINA,Illumina HiSeq 2000,PRJNA63661,202,430,
SRR1765377,SAMN02674707,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,251,
SRR062418,SAMN00083581,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,6720,
ERR481012,SAMEA2467051,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,73,107,
SRR2249222,SAMN02334083,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,604,
ERR414293,SAMEA2338677,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,162,6188,
ERR1137147,SAMEA3664843,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,4316,
SRR2221424,SAMN02334140,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,496,
SRR2194604,SAMN02334056,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,501,
SRR1211680,SAMN02675046,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,494,
ERR1137275,SAMEA3664760,,,ILLUMINA,NextSeq 500,PRJEB11532,158,1134,
SRR2236721,SAMN02334110,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,704,
ERR480750,SAMEA2466955,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,70,1186,
SRR2195897,SAMN02333983,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,619,
ERR1137893,SAMEA3665300,,,ILLUMINA,NextSeq 500,PRJEB11532,74,218,
SRR1215681,SAMN02674792,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,765,
ERR1137674,SAMEA3665244,,,ILLUMINA,NextSeq 500,PRJEB11532,158,904,
ERR414386,SAMEA2338766,,,ILLUMINA,Illumina HiSeq 2000,PRJEB5224,158,2884,
ERR479516,SAMEA2467051,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,172,1467,
SRR2194844,SAMN02333998,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,576,
SRR2246305,SAMN02333978,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,656,
ERR1137584,SAMEA3665028,,,ILLUMINA,NextSeq 500,PRJEB11532,158,2866,
SRR2192809,SAMN02333924,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,575,
ERR209301,SAMEA1965384,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,121,1910,
ERR209592,SAMEA2042982,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,131,526,
ERR209646,SAMEA2041925,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,139,3147,
ERR321645,SAMEA2157972,,,ILLUMINA,Illumina HiSeq 2000,PRJEB4336,180,9832,
SRR059345,SAMN00045606,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,202,8397,
ERR1137042,SAMEA3664980,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,1411,
SRR2194878,SAMN02333926,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,635,
SRR2222412,SAMN02334122,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,724,
ERR526291,SAMEA2581875,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,3036,
ERR1136813,SAMEA3664611,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,3464,
SRR061200,SAMN00037274,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,4849,
SRR059417,SAMN00044744,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,202,6408,
ERR528730,SAMEA2582106,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,776,
ERR479221,SAMEA2467004,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,166,1098,
SRR341593,SAMN00715143,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA422434,148,2081,
SRR2194802,SAMN02334052,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,511,
SRR2250325,SAMN02334101,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,627,
ERR480889,SAMEA2466898,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,63,252,
ERR1137161,SAMEA3664857,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,195,1373,
SRR2191931,SAMN02334041,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,515,
SRR2247767,SAMN02334081,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,610,
ERR321550,SAMEA2157917,,,ILLUMINA,Illumina HiSeq 2000,PRJEB4336,180,3736,
ERR260266,SAMEA1906520,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1786,202,3926,
ERR1136637,SAMEA3665016,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,2379,
ERR1137758,SAMEA3665324,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,194,354,
SRR2250392,SAMN02334083,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,612,
SRR2194650,SAMN02333939,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,685,
ERR479354,SAMEA2466917,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,162,2186,
SRR060152,SAMN00065013,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,12668,
SRR1212294,SAMN02675044,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,695,
SRR1757181,SAMN02674607,,,ILLUMINA,Illumina HiSeq 2000,PRJNA237362,202,711,
ERR1110457,SAMEA3646762,,,ILLUMINA,NextSeq 500,PRJEB11532,77,622,
SRR2193940,SAMN02333962,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,649,
ERR1137064,SAMEA3665002,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,2044,
SRR2250487,SAMN02334135,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,549,
ERR479220,SAMEA2467004,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,164,1057,
ERR1137713,SAMEA3665012,,,ILLUMINA,NextSeq 500,PRJEB11532,74,489,
SRR2250552,SAMN02334135,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,549,
ERR480562,SAMEA2466942,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,69,213,
ERR209710,SAMEA2042113,,,ILLUMINA,Illumina HiSeq 2000,PRJEB1220,163,1825,
ERR209336,SAMEA2042490,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,129,257,
ERR527141,SAMEA2582019,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,1393,
ERR321559,SAMEA2159529,,,ILLUMINA,Illumina HiSeq 2000,PRJEB4336,180,7774,
ERR1136688,SAMEA3665067,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,197,2413,
SRR2199619,SAMN02333978,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,720,
SRR2194941,SAMN02333946,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,594,
ERR1137663,SAMEA3665265,,,ILLUMINA,NextSeq 500,PRJEB11532,158,2040,
SRR2188735,SAMN02333997,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,654,
ERR209350,SAMEA2042493,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,129,2002,
ERR1136992,SAMEA3664930,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,1617,
ERR527151,SAMEA2582029,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,1024,
ERR1137607,SAMEA3664846,,,ILLUMINA,NextSeq 500,PRJEB11532,158,359,
SRR2189002,SAMN02333948,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,559,
SRR2245583,SAMN02334147,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,615,
SRR2228054,SAMN02334147,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,628,
ERR209604,SAMEA2042988,,,ILLUMINA,Illumina Genome Analyzer IIx,PRJEB1220,140,4176,
ERR1136916,SAMEA3664714,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,192,3020,
ERR480835,SAMEA2466892,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6070,63,271,
SRR2227596,SAMN02334147,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,627,
SRR062341,SAMN00069173,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,4533,
ERR1136985,SAMEA3664923,,,ILLUMINA,Illumina HiSeq 2500,PRJEB11532,196,1919,
SRR2193961,SAMN02334056,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,526,
SRR061212,SAMN00062637,,,ILLUMINA,Illumina Genome Analyzer II,PRJNA48479,200,5513,
SRR2222621,SAMN02334079,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,827,
SRR2244842,SAMN02334068,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,687,
ERR8050298,SAMEA10741109,,,ILLUMINA,unspecified,PRJEB45799,301,13987,
SRR2193545,SAMN02333997,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,626,
SRR2189888,SAMN02334006,,,ILLUMINA,Illumina HiSeq 2000,PRJNA217052,202,553,
ERR532380,SAMEA2582128,,,ILLUMINA,Illumina HiSeq 2000,PRJEB6337,200,5530,
